Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Business Profile,Is Featured?,District,Event Categories,Cost of Event,Event Date (Shown on Listing) REQUIRED,Time of the Event,Neighborhood (text),Event Details,RSVP/Event Link,Venue Name,Event Address,Age Range,Event email contact,Event Phone,Event Listing Img,Likes,CMS ID
February Kid's Night Out,february-kids-night-out,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ebf11108052e6b002b,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,parents-night-out; special-event,$40/child,Sat Feb 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time),5pm-9pm,,,https://www.heartandsoulkids.com/camps-events/ov-2024-kno-jan-t2pmh,Heart & Soul Kids - Oro Valley,8363 N. Oracle Road,4-13 years,heartandsoul@heartandsoulkids.com,520-818-7974,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ebf11108052e6b0009_65d5138a6f443ed8ba0d1a2e_24da7bd2-cf03-4e63-8a04-dd07fe366bed.png,,65f831ebf11108052e6b002b
Fall Children's Book Signing,fall-childrens-book-signing,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eb6988b708115fe581,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),tohono-chul,false,tucson,special-event,Free with Admission,Sun Oct 08 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00AM - 1:00PM,,,,Tohono Chul,"7366 N Paseo del Norte, Tuson, AZ 85704",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ea6988b708115fe341_651afce2bc4ec89355463cfe_383007194_889331772528789_3224543853472157864_n.jpeg,,65f831eb6988b708115fe581
Family Storytime - El Rio Library,family-storytime-el-rio-library,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eb8a7d8f10f78dd2e6,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,story-time,FREE,Thu Nov 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30AM - 11:15AM,,Come hear some stories and sing some songs.,https://pima.bibliocommons.com/events/64762d2873e31d2900b91679,El Rio Branch Library,"1390 W. Speedway Blvd, Tucson, AZ 85745",toddlers & preschoolers,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831eb8a7d8f10f78dd2a2_64e00be7c6f70301e009bb5e_Storytime890x445rectanglewithswish.png,1,65f831eb8a7d8f10f78dd2e6
Family Storytime - Woods Memorial,family-storytime-woods-memorial-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eb4a91bc68afa2aa24,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,story-time,FREE,Thu Feb 29 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10:30AM - 11:15AM,,"Enjoy stories, songs, and activities",https://www.facebook.com/events/1617207415682583/1617207425682582/?active_tab=about,Woods Memorial Library,"4355 N First Ave, Tucson, AZ 85719",0-5,,520-594-5445,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ea591072c4b4dc6dbc_65e74f54df8654f5f102551e_364763173_685446786945037_6881667649077724513_n.jpeg,0,65f831eb4a91bc68afa2aa24
Family Storytime - Woods Memorial,family-storytime-woods-memorial,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eb591072c4b4dc6dc5,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,story-time,FREE,Thu Aug 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30AM - 11:15AM,,"Enjoy stories, songs, and activities",https://www.facebook.com/events/1617207415682583/1617207425682582/?active_tab=about,Woods Memorial Library,"4355 N First Ave, Tucson, AZ 85719",0-5,,520-594-5445,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ea591072c4b4dc6dbc_65e74f54df8654f5f102551e_364763173_685446786945037_6881667649077724513_n.jpeg,0,65f831eb591072c4b4dc6dc5
DIY Recycled Race Cars,diy-recycled-race-cars,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ea6988b708115fe3ce,Mon Mar 18 2024 12:22:02 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:38 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,workshop,$7-$18,Sat Sep 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:30AM - 11:00AM,,,https://sunnystudio.space/workshops/,Sunny Studio,"311 E. 7th St Tucson, AZ 86705",3+ years,sosunny@sunnystudio.space,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e96988b708115fe2ea_64f61cf8c90a87c3be195021_DIY%2520Cars.png,,65f831ea6988b708115fe3ce
Family Funday at Fort Lowell,family-funday-at-fort-lowell,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eaf11108052e6aff86,Mon Mar 18 2024 12:22:02 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,Donations Appreciated,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am - 1:00pm,,,https://tucsonpresidio.com/calendar/dia-de-los-muertos-halloween-family-funday/,Fort Lowell Museum,2900 N. Craycroft,3-9 years,info@TucsonPresidio.com,520-622-0594,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831eaf11108052e6aff7c_6536d8082c283a57081ae63e_7a52de66-4cdd-4edb-8c8c-d41348ba8737%2520copy.jpeg,,65f831eaf11108052e6aff86
Family SciFest,family-scifest,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ea8a7d8f10f78dd22c,Mon Mar 18 2024 12:22:02 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event; special-event,FREE,Sat Feb 17 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10am-2pm,,,https://childrensmuseumtucson.org/sci-fest/?fbclid=IwAR0pXCANnZnqQFR0OGObZGFpZdreueU-eud55xkra3Lm2oTuPFHzjrrxUTU,Children's Museum Tucson,"200 S 6th Ave Tucson, AZ 86701",All Ages,,520-792-9985,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ea8a7d8f10f78dd20f_65cc1d51877c35ca2465fe25_410465112_747007994139892_4734542440550672142_n.jpeg,,65f831ea8a7d8f10f78dd22c
Family Festival in the Park,family-festival-in-the-park,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ea998a259e3c9829c9,Mon Mar 18 2024 12:22:02 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,true,tucson,community-event,FREE,Sat Nov 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10AM-2PM,,,,Reid Park,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ea998a259e3c98296e_655252d98629ee6bea2ef95b_398731978_662112829395327_5497507396869958812_n.jpeg,1,65f831ea998a259e3c9829c9
Fall Pumpkin Celebration,fall-pumpkin-celebration-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ea247b425fc6503af9,Mon Mar 18 2024 12:22:02 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Sun Oct 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-4:00pm,,,,Apple Annies Orchard,"6405 W Williams Rd, Willcox, AZ 85643",All Ages,appleanniesfarm@yahoo.com,520-384-2084,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e9a1dd6f7be4d383f8_652d7f72f4adbed519bc7a42_366904225_699930485497639_4610224175988278969_n.jpeg,,65f831ea247b425fc6503af9
Fall Pumpkin Celebration,fall-pumpkin-celebration,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e9a1dd6f7be4d38409,Mon Mar 18 2024 12:22:01 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-4:00pm,,,,Apple Annies Orchard,"6405 W Williams Rd, Willcox, AZ 85643",All Ages,appleanniesfarm@yahoo.com,520-384-2084,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e9a1dd6f7be4d383f8_652d7f72f4adbed519bc7a42_366904225_699930485497639_4610224175988278969_n.jpeg,,65f831e9a1dd6f7be4d38409
Fall Family Market,fall-family-market,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e9f5b9b2295744ee18,Mon Mar 18 2024 12:22:01 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,FREE,Sat Sep 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11:00AM - 2:00PM,,,,The L Offices,"1860 E River Rd, Suite 325 Tucson, AZ 85718",,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e9f5b9b2295744edb6_650351f5a29b3b588fccc07a_366990743_268363742617492_5355247280987838961_n.jpeg,,65f831e9f5b9b2295744ee18
Fairy Tale Tea Party,fairy-tale-tea-party,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e9556036c3dc1b2952,Mon Mar 18 2024 12:22:01 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),trail-dust-town,false,tucson,special-event,$5-$35,Sat Aug 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time),2:00pm - 4:00pm,,Join us for a Tea Party,https://www.eventbrite.com/e/fairy-tale-tea-party-tickets-687470411507?aff=oddtdtcreator&fbclid=IwAR1LK7LTwTaKPBRsT0h8wh9iIL6s_vvfvxq6TOl_mKwRhu3uWyi1_k1DgME,Trail Dust Town,"6541 East Tanque Verde Road Tucson, AZ 85715",All Ages,,520-296-4551,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e9556036c3dc1b2949_64e00be7c6f70301e009bb56_363306063_676048477899478_7034006707176522357_n.jpeg,,65f831e9556036c3dc1b2952
Elves Gone Bad,elves-gone-bad,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e951eeb4bf42f6353f,Mon Mar 18 2024 12:22:01 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:40 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,performance; holiday-event,$5,Sat Dec 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1:00pm,,,https://unscrewedtheater.org/event/egb-2023-12-23/?fbclid=IwAR2WD9MLdO-5WtWdBIJ4v1l2o-Z025jestGcfyhtwgPqlR5e3yOh43KwaUM,Unscrewed Theater,4500 E Speedway Blvd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e851eeb4bf42f6352b_6580b585ba37a8b097197fef_405408431_881763863953656_33233590799802553_n.jpeg,,65f831e951eeb4bf42f6353f
Discovery Nights,discovery-nights2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e840ae1c68f8c438fd,Mon Mar 18 2024 12:22:00 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:38 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,FREE,Thu Feb 29 2024 00:00:00 GMT+0000 (Coordinated Universal Time),5pm-7pm,,,,Childrens Museum Tucson,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e840ae1c68f8c438c6_65df5e00e8f1b3079e9ea615_428677959_792969622877062_907651387025099849_n.jpeg,,65f831e840ae1c68f8c438fd
Downtown Parade of Lights 2023,downtown-parade-of-lights-2023,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e857e768b76bfad68e,Mon Mar 18 2024 12:22:00 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:39 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Sat Dec 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time),3pm-7pm,,,https://downtownparadeoflights.com/,Armory Park,220 S. 6th Avenue,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e857e768b76bfad66f_6565086fee9138c7c1eea57b_383171439_1343295372954285_6377078977963020882_n.jpeg,,65f831e857e768b76bfad68e
Dinner with Santa at Pinnacle Peak,dinner-with-santa-at-pinnacle-peak,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e8c20c53e6542f64e7,Mon Mar 18 2024 12:22:00 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:37 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,Kids $19.99 Adults $39.99,Sun Dec 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM,,,,Pinnacle Peak,6541 E Tanque Verde Rd,All Ages,info@traildusttown.com,520-296-0911,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e8c20c53e6542f6482_655685c4d6585ac2b33ba2e0_5dd6cc03-7704-4564-9be5-7020d2e23287.jpeg,,65f831e8c20c53e6542f64e7
Dino-Light,dino-light,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e8ef402dc773272d28,Mon Mar 18 2024 12:22:00 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:37 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,performance,$23-$43,Fri Jan 26 2024 00:00:00 GMT+0000 (Coordinated Universal Time),6:30pm,,,https://foxtucson.com/event/dino-light-2024/tickets/?fbclid=IwAR1auqJ8b_h-DVhPiNHq5xzkNL7hMu6fPihlrA_N590Rec1vfCP6Ga1kilQ,Fox Tucson Theater,"17 West Congress Street, Tucson, AZ 85701",All Ages,foxinfo@foxtucson.com,520-547-3040,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e8ef402dc773272d1c_65b159d34dfd13b1c9f4300c_352326790_2213426795714697_7302751728235483088_n.jpeg,,65f831e8ef402dc773272d28
Cool Summer Nights  - Bat Night,cool-summer-nights-bat-night,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e7ebebf206126ead76,Mon Mar 18 2024 12:21:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:33 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),arizona-sonora-desert-museum,false,tucson,special-event,Included with Admission,Sun Aug 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm - 9:00pm,,Are you feeling batty?,https://tickets.desertmuseum.org/E-Commerce/ItemList.aspx?node_id=14&fbclid=IwAR36KLFCEZbw8jkkcns6zOXY_A9zyUXATttLA4n-vSYBqNiim_HXc0wYR3M,Arizona-Sonora Desert Museum,"2021 N Kinney Rd, Tucson, AZ 85743",All Ages,,520-883-2702,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e7ebebf206126ead4e_64e00be7c6f70301e009bb57_357089762_673757028130167_7192564652105222528_n.jpeg,,65f831e7ebebf206126ead76
Dance party,dance-party,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e7d7e87969f4523993,Mon Mar 18 2024 12:21:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:35 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,$15-$18,Sat Jan 20 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10-11am and 4-5pm,,,http://www.timeless-play.com,Timeless Play - Both Locations,1880 E. Tangerine Rd Suite #150,1-12 years,play@trustingconnections.com,520-9554896,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e7d7e87969f4523984_659c5842e7b738d86de92588_6e96bda5-47cf-455b-b350-dc8ff4217f04.png,,65f831e7d7e87969f4523993
Cookies with Santa,cookies-with-santa,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e7989211966d7c5b48,Mon Mar 18 2024 12:21:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:33 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Sat Dec 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time),12pm-3pm,,,https://www.eventbrite.com/e/join-us-for-our-cookies-with-santa-free-event-in-tucson-tickets-753431934197?aff=oddtdtcreator&fbclid=IwAR390Q02GKQ9-PYrxEBfKqLBtnhVJFgiodAe5xAjvMG_VJQZfhkZrem5fUQ,Desert Valley Pediatrict Denstistry,"4140 East 22nd Street Tucson, AZ 85711",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e7989211966d7c5b16_65663f6e6c502cd53a7303bd_https%2520__cdn.evbuc.com_images_636277639_1270130820963_1_original.jpeg,,65f831e7989211966d7c5b48
Crumbl Grand Opening,crumbl-grand-opening,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e7a7dc6825efa225ff,Mon Mar 18 2024 12:21:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:34 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,grand-opening,FREE,Fri Nov 03 2023 00:00:00 GMT+0000 (Coordinated Universal Time),8:00AM,,,https://crumblcookies.com/azcrossroads,Crumbl Cookies,"4811 East Grant Road suite 107 Tucson, Arizona 85712",All Ages,az.crossroads@crumbl.com,(520) 372-5998,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e7a7dc6825efa225f3_6541a3bbe94d71a4a747a40e_393175193_644609537867250_8069838094556656476_n.jpeg,,65f831e7a7dc6825efa225ff
"Chiles, Chocolate, & Day of the Dead Festival",chiles-chocolate-day-of-the-dead-festival-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e757e768b76bfad4ee,Mon Mar 18 2024 12:21:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:25 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event; holiday-event,$0-$20,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00AM - 4:00pm,,,https://tohonochul.org/chiles/?fbclid=IwAR2NQOouoBl3zEblXE_vN-K0nU0oyxtTV4IxCYKwQTSlwF2kVeNJ90GdXo8,Tohono Chul,"7366 Paseo del Norte Tucson, AZ 85704",All Ages,,(520) 742-6455,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e573e7b2d38b8567e1_652d93eb44610f392c7833d1_Chiles_Choc_FY24_event_SQUARE-1024x1024.webp,,65f831e757e768b76bfad4ee
Christmas Toy Drive & Pop Up Event,christmas-toy-drive-pop-up-event,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e6f8742efcb814c057,Mon Mar 18 2024 12:21:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:28 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE with Toy Donation,Sun Dec 03 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1:00-3:00pm,,,,,2104 N Forbes Blvd,All Ages,theballoongirlsaz@gmail.com,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e6f8742efcb814c01b_6565017baa79d8a8aeff93f6_IMG_FDC5D7FA5302-1.jpeg,,65f831e6f8742efcb814c057
Community Movie Night,community-movie-night,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e64ad146008a69dd70,Mon Mar 18 2024 12:21:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:33 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,movie-screening,FREE,Fri Sep 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm - 8:15pm,,,,First Southern Baptist Church,445 E. Speedway Blvd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e64ad146008a69dd68_6511b292dca62a88b00c2134_380783438_700383095456939_2417165972638810681_n.jpeg,,65f831e64ad146008a69dd70
Community Art Fest,community-art-fest,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e67faae8937cc2bf70,Mon Mar 18 2024 12:21:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:29 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,FREE,Sun Nov 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11AM-1:00PM,,,https://laencantadashoppingcenter.com/.../third-saturday.../,La Encantada,2905 E Skyline Drive,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e67faae8937cc2bf5b_6553d5cfe77168d069f603e3_386531811_721608536662232_2802067309302706520_n.jpeg,,65f831e67faae8937cc2bf70
Community Art Fest,community-art-fest-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e6a01586303cda3940,Mon Mar 18 2024 12:21:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:30 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,FREE,Sat Dec 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11AM-1:00PM,,,https://laencantadashoppingcenter.com/.../third-saturday.../,La Encantada,2905 E Skyline Drive,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e67faae8937cc2bf5b_6553d5cfe77168d069f603e3_386531811_721608536662232_2802067309302706520_n.jpeg,,65f831e6a01586303cda3940
Chillin at the Chul,chillin-at-the-chul,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e6cb837c2310304feb,Mon Mar 18 2024 12:21:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:26 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),tohono-chul,false,tucson,community-event,Free,Sat Sep 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00PM-9:00PM,,,https://tohonochul.org/chillin-at-the-chul/?fbclid=IwAR1FVlYBNQMouyZLCxWAkLK4SBIW3DR4sClO3Tl4dkfBsPzumhBdtOlMecE,Tohono Chul,"7366 Paseo del Norte Tucson, AZ 85704",All Ages,,(520) 742-6455,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e6cb837c2310304fd3_64e62780810a68854a1497ad_349301163_629122779102910_7476878558979396721_n.jpeg,1,65f831e6cb837c2310304feb
Children’s Entrepreneur Market,childrens-entrepreneur-market,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831e5a8ea0cbe4c5c9ab5,Mon Mar 18 2024 12:21:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:25 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,FREE,Sat Oct 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00AM - 1:00PM,,,http://www.childrensentrepreneurmarket.com,4th Avenue,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831e5a8ea0cbe4c5c9a93_651ee1988698371ad6dc65fe_IMG_5983E32DF022-1.jpeg,,65f831e5a8ea0cbe4c5c9ab5
